Incident;PERIL;SUBURB;ITEM_TYPE;VEHICLE_MAKE;VEHICLE_MODEL;VEHICLE_YEAR;INCIDENT_DATE_TIME;CLAIM_AMOUNT;ITEM_CATEGORY;ITEM_PERIL_DESCR;FLAG_INCOMPLETE_VEHICLE_DETAILS;FLAG_NEGATIVE_CLAIM;FLAG_ZERO_CLAIM
INC-1920;Theft;WITBANK EXT;Vehicle;TOYOTA;LAND CRUISER 79 2.8 GD-6 P/U D/C A/T-2024-;2025;2025-07-22 3:08:00;55170,58;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1921;Theft;VERMONT;Contents;;;;2025-07-22 0:00:00;9724;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1922;Theft;KENSINGTON B;Contents;;;;2025-07-21 12:18:00;331967,25;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1923;Theft;RANDFONTEIN 247;Contents;;;;2025-07-21 9:32:00;32579;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1924;Theft;GONUBIE;Contents;;;;2025-07-21 5:00:00;22356,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1925;Theft;BRITS;Contents;;;;2025-07-21 4:00:35;7890;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1926;Theft;HOUT BAY;Contents;;;;2025-07-21 0:00:00;83015,08;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1927;Theft;UNKNOWN;Vehicle;SUZUKI;SWIFT 1.2 GA-2018-;2021;2025-07-20 11:20:00;1520,58;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1928;Theft;MUSGRAVE;Vehicle;VOLKSWAGEN;POLO VIVO 1.6 TRENDLINE 5Dr-2010-2014;2013;2025-07-20 8:39:00;104300,59;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1929;Theft;NOORDWYK;Contents;;;;2025-07-20 4:00:00;5300;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1930;Theft;SOUTHERN PAARL;Contents;;;;2025-07-20 1:30:00;23295;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1931;Theft;MEYERTON;Contents;;;;2025-07-19 22:30:00;185735,96;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1932;Theft;PARKSIDE;Contents;;;;2025-07-19 16:30:00;35125,04;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1933;Theft;ATTERIDGEVILLE;Vehicle;TOYOTA;HILUX 2.8 GD-6 RAIDER 4X4 A/T P/U D/C-2016-2020;2018;2025-07-19 16:30:00;653860,49;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1934;Theft;PLETTENBERG BAY;Contents;;;;2025-07-19 12:00:00;99562,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1935;Theft;HELDERKRUIN;Vehicle;FORD;RANGER 3.2TDCi XLT P/U D/C-2011-2015;2012;2025-07-19 9:15:00;277236;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1936;Theft;VANDERBIJLPARK S. W. 1;Contents;;;;2025-07-19 9:00:00;16175,5;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1937;Theft;HILLGROVE;Vehicle;VOLKSWAGEN;POLO VIVO 1.4 COMFORTLINE (5DR)-2017-;2021;2025-07-19 5:55:00;106115,95;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1938;Theft;PATERNOSTER;Contents;;;;2025-07-19 3:29:55;11610,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1939;Theft;EDENBURG;Contents;;;;2025-07-18 19:58:00;425460,93;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1940;Theft;BROOKLYN;Vehicle;TOYOTA;COROLLA CROSS 1.8 XR-2021-;2023;2025-07-18 18:30:00;299482,82;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1941;Theft;BELLVILLE;Contents;;;;2025-07-18 16:20:00;4575;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1942;Theft;MORNINGSIDE MANOR;Contents;;;;2025-07-18 16:00:00;259402;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1943;Malicious Damage;CROSSROADS;Contents;;;;2025-07-18 14:23:00;4500;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1944;Theft;WOODHILL ESTATE;Contents;;;;2025-07-18 13:00:00;96257,74;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1945;Theft;SEA POINT;Vehicle;HYUNDAI;ELANTRA 1.8 GLS/EXECUTIVE A/T-2011-2014;2012;2025-07-18 10:00:00;22370,3;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1946;Theft;WALKERVILLE;Contents;;;;2025-07-18 5:20:00;11747,36;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1947;Theft;MEREBANK EAST;Vehicle;TOYOTA;CONQUEST 1600 LS A/T-1988-1993;1992;2025-07-18 4:10:00;77889,27;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1948;Theft;HONEYDEW;Contents;;;;2025-07-18 3:00:00;8797;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1949;Theft;PINELANDS;Contents;;;;2025-07-18 2:15:00;10814;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1950;Theft;TERGNIET;Contents;;;;2025-07-18 2:01:00;79191,1;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1951;Theft;MYPARK(E);Contents;;;;2025-07-17 20:30:00;3599,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1952;Theft;DURBAN NORTH;Contents;;;;2025-07-17 20:20:00;50660;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1953;Theft;WOODHURST;Contents;;;;2025-07-17 15:00:00;918;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1954;Theft;UNKNOWN;Vehicle;RENAULT;KWID 1.0 DYNAMIQUE 5DR-2016-2020;2018;2025-07-17 12:00:00;5035,85;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1955;Theft;SCHOTSCHEKLOOF;Contents;;;;2025-07-17 5:00:00;2013,88;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1956;Theft;ELOFFSDAL;Vehicle;FORD;RANGER 2500TD Hi-Trail XLT P/U D/C-2000-2003;2002;2025-07-16 22:25:00;60400;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1957;Theft;GARSFONTEIN;Vehicle;FORD;RANGER RAPTOR 2.0D BI-TURBO 4X4 A/T P/U D/C-2019-;2022;2025-07-16 19:02:00;12401,21;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1958;Theft;SECUNDA;Contents;;;;2025-07-16 4:00:00;7249;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1959;Theft;SOUTH BEACH;Vehicle;TOYOTA;ETIOS 1.5 Xs/SPRINT 5Dr-2012-2022;2013;2025-07-15 13:00:00;97477,59;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1960;Theft;UNKNOWN;Contents;;;;2025-07-15 11:00:00;2500;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1961;Theft;FRANSCHHOEK;Contents;;;;2025-07-15 9:10:00;5000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1962;Theft;BROEDERSTROOM;Contents;;;;2025-07-15 9:00:00;8726,45;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1963;Theft;ROODEPOORT;Contents;;;;2025-07-15 7:15:00;24350;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1964;Theft;NORTHome contentsLIFF;Contents;;;;2025-07-15 3:00:00;28634,25;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1965;Theft;TSAKANE;Vehicle;BMW;M140i 5DR A/T (F20)-2016-2020;2019;2025-07-14 18:40:00;540300,07;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1966;Theft;CAPE TOWN CITY CENTRE;Contents;;;;2025-07-14 9:00:00;26999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1967;Theft;DURBANVILLE;Contents;;;;2025-07-14 6:10:00;103782;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1968;Theft;WATERKLOOF PARK;Contents;;;;2025-07-14 2:30:00;103859,45;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1969;Theft;BELLAIR;Contents;;;;2025-07-13 17:30:00;24951,07;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1970;Theft;MEYERTON;Contents;;;;2025-07-13 17:00:11;8950;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1971;Theft;UNKNOWN;Vehicle;TOYOTA;COROLLA CROSS 1.8 XR HYBRID-2021-;2024;2025-07-13 15:20:00;236551,01;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1972;Theft;COUNTRY VIEW;Contents;;;;2025-07-13 14:43:00;30400;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1973;Theft;NORTHome contentsLIFF;Contents;;;;2025-07-13 6:00:14;64548;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1974;Theft;CAPE TOWN;Contents;;;;2025-07-13 2:00:00;12699;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1975;Theft;VINCENT;Contents;;;;2025-07-12 22:45:00;142847,16;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1976;Hijack;UNKNOWN;Vehicle;TOYOTA;HILUX 2.4 GD-6 RB RAIDER P/U D/C-2020-;2024;2025-07-12 22:12:00;292651,89;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-1977;Theft;REDFERN;Vehicle;TOYOTA;COROLLA CROSS 1.8 XR-2021-;2024;2025-07-12 4:50:00;130570,04;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1978;Theft;NORTH END;Contents;;;;2025-07-12 0:00:00;22599;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1979;Theft;PRETORIA;Contents;;;;2025-07-11 18:00:00;26199;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1980;Theft;SOUTH BEACH;Vehicle;SUZUKI;SWIFT 1.2 GA-2018-;2019;2025-07-11 16:30:00;2047,32;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1981;Theft;BEDFORDVIEW;Vehicle;TOYOTA;HILUX 3.0 D-4D LEGEND 45 4X4 A/T P/U D/C-2014-2016;2015;2025-07-11 15:50:00;467958,01;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1982;Theft;BRONKHORSTSPRUIT;Contents;;;;2025-07-11 11:59:00;4421;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1983;Theft;JAN CILLIERS PARK;Contents;;;;2025-07-11 6:30:00;6183;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1984;Theft;PINELANDS;Contents;;;;2025-07-11 3:08:00;24958,78;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1985;Theft;SHEFFIELD BEACH;Vehicle;TOYOTA;PRADO VX 4.0 V6 A/T-2013-2015;2013;2025-07-11 2:45:00;389616,72;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1986;Theft;LINDEN;Contents;;;;2025-07-11 2:00:00;13450;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1987;Theft;MEER EN SEE;Contents;;;;2025-07-10 22:00:00;62596;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1988;Theft;WARNER BEACH;Contents;;;;2025-07-10 17:59:00;669,5;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1989;Theft;WARNER BEACH;Vehicle;VOLKSWAGEN;AMAROK 2.0TDi TRENDLINE 103KW D/C P/U-2013-2020;2015;2025-07-10 17:59:00;4068,15;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1990;Hijack;VOSLOORUS;Vehicle;MERCEDES-BENZ;C220d COUPE A/T-2018-;2023;2025-07-10 10:47:00;185015,73;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-1991;Hijack;VOSLOORUS;Contents;;;;2025-07-10 10:47:00;75318,86;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1992;Theft;UNKNOWN;Vehicle;TOYOTA;URBAN CRUISER 1.5XR A/T-2021-;2025;2025-07-10 4:15:00;35695,17;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1993;Theft;TERGNIET;Vehicle;FORD;TERRITORY 4.0i GHIA A/T-2005-2006;2006;2025-07-09 21:00:00;12748,34;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-1994;Theft;DURBAN NORTH;Contents;;;;2025-07-09 15:26:30;7758;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1995;Hijack;CROYDON;Vehicle;MINI;COOPER S A/T-2010-2014;2012;2025-07-09 15:03:00;33323,57;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-1996;Theft;PINEHURST;Contents;;;;2025-07-09 15:00:00;32334,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1997;Hijack;UNKNOWN;Vehicle;MERCEDES-BENZ;C200 A/T (W206)-2021-;2024;2025-07-09 13:11:00;1498,74;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-1998;Remote jamming;UNKNOWN;Contents;;;;2025-07-09 9:30:00;568;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-1999;Theft;INGLESIDE;Contents;;;;2025-07-09 4:30:00;71880,24;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2000;Theft;VINCENT;Contents;;;;2025-07-09 1:24:00;21088,97;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2001;Theft;UNKNOWN;Vehicle;BMW;X3 xDRIVE 20d M SPORT (G45)-2024-;2025;2025-07-08 11:30:00;26027,59;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2002;Theft;BRAMLEY VIEW;Contents;;;;2025-07-07 11:00:00;44644,44;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2003;Theft;GREEN POINT;Vehicle;VOLKSWAGEN;POLO 1.0 TSI TRENDLINE-2017-2023;2023;2025-07-07 4:00:20;5246,3;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2004;Theft;UNKNOWN;Contents;;;;2025-07-07 0:00:00;31500;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2005;Theft;MONTAGUE GARDENS;Vehicle;SUZUKI;ALTO 1.0 GA-2012-2015;2014;2025-07-06 22:00:00;14959,49;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2006;Theft;JOHANNESBURG;Contents;;;;2025-07-06 22:00:00;141840;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2007;Theft;RUIMSIG;Contents;;;;2025-07-06 11:49:00;31750;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2008;Theft;RUIMSIG;Vehicle;TOYOTA;PRADO VX 3.0 TDI A/T-2016-2016;2016;2025-07-06 11:49:00;509442,19;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2009;Theft;MENLO PARK;Contents;;;;2025-07-06 11:30:00;17081;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2010;Theft;PARK RYNIE;Contents;;;;2025-07-06 10:00:00;103849,15;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2011;Theft;EDENVILLE;Contents;;;;2025-07-06 9:36:00;91900,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2012;Theft;BRAELYN;Contents;;;;2025-07-06 8:59:00;15203,03;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2013;Theft;PARKLANDS;Vehicle;KIA;SPORTAGE 1.6 TGDI AWD DCT GT-2016-2018;2016;2025-07-05 20:05:00;32782,58;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2014;Theft;UNKNOWN;Contents;;;;2025-07-05 18:45:00;8565;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2015;Theft;ALPHEN PARK;Contents;;;;2025-07-05 13:37:17;4999;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2016;Theft;ELARDUSPARK;Contents;;;;2025-07-05 4:26:00;13114,42;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2017;Theft;GEORGE;Contents;;;;2025-07-04 16:30:00;153511,98;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2018;Theft;TERGNIET;Vehicle;SUZUKI;SWIFT 1.2 GL AMT-2018-;2020;2025-07-04 13:46:11;22956,02;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2019;Theft;SILVER LAKES GOLF ESTATE;Contents;;;;2025-07-04 8:00:26;69144;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2020;Theft;SOUTHDOWNS IRENE COUNTRY FARM;Vehicle;MAZDA;CX-3 2.0 INDIVIDUAL A/T-2015-;2021;2025-07-04 3:10:52;2500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2021;Theft;CAPE TOWN CITY CENTRE;Vehicle;AUDI;A1 1.4T FSi  ATTRACTION 3Dr-2011-2015;2011;2025-07-04 1:45:11;7348,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2022;Theft;BRITS;Contents;;;;2025-07-03 23:00:00;10895;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2023;Theft;KLERKSDORP;Vehicle;ISUZU;D-MAX 1.9 Ddi HR X-RIDER D/C P/U-2023-;2024;2025-07-03 17:25:00;8556,86;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2024;Theft;BALLITO;Contents;;;;2025-07-03 3:00:00;16478,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2025;Theft;DURBAN CENTRAL;Vehicle;NISSAN;NAVARA 2.5DDTI PRO-4X 4X4 A/T D/C P/U-2021-;2021;2025-07-02 18:48:00;541400;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2026;Theft;KIMBERLEY;Contents;;;;2025-07-02 14:11:00;108735,51;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2027;Theft;SOMERSET WEST;Vehicle;TOYOTA;AYGO 1.0 WILD 5DR-2011-2015;2013;2025-07-02 11:36:03;4830;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2028;Theft;PAARL;Contents;;;;2025-07-02 2:30:00;31398;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2029;Theft;LANSERIA;Vehicle;CHERY;TIGGO 7 PRO 1.5T EXECUTIVE CVT-2022-;2023;2025-07-02 0:00:00;5918,55;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2030;Theft;PINETOWN;Contents;;;;2025-07-02 0:00:00;9575;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2031;Theft;ROSEBANK;Contents;;;;2025-07-01 17:20:00;64149;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2032;Theft;JOHANNESBURG;Vehicle;FORD;EVEREST 2.0D XLT SPORT 4X4 A/T-2021-2023;2023;2025-07-01 12:00:00;19782,07;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2033;Theft;BELLVILLE;Contents;;;;2025-07-01 4:30:00;29522,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2034;Theft;CHATSWORTH;Contents;;;;2025-06-30 21:30:00;20495;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2035;Theft;PALMotor VehicleIEW;Contents;;;;2025-06-30 15:30:00;16882,15;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2036;Theft;LEBOGANG;Contents;;;;2025-06-30 14:45:00;14684;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2037;Theft;HEATHERDALE AH;Vehicle;TOYOTA;COROLLA CROSS 1.8 GR-S-2022-;2023;2025-06-30 11:25:00;440450,04;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2038;Armed Robbery;MAITLAND;Contents;;;;2025-06-30 9:15:00;85465;Home contents - Theft;Armed Robbery;FALSE;FALSE;FALSE
INC-2039;Theft;VAALPARK;Vehicle;FORD;FIGO 1.5  AMBIENTE-2015-2018;2018;2025-06-30 3:15:00;120483,03;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2040;Hijack;BERLIN GENERAL;Vehicle;MERCEDES-BENZ;C180K CLASSIC-2007-2009;2008;2025-06-29 20:05:00;176532,71;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-2041;Attempted Theft;UNKNOWN;Contents;;;;2025-06-29 11:06:00;62417,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2042;Theft;DE OUDE WATERKLOOF;Vehicle;TOYOTA;LANDCRUISER 300 V6 3.3D GR-S-2021-;2023;2025-06-29 9:00:00;977,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2043;Theft;LOTUS RIVER;Vehicle;NISSAN;PATHFINDER 2.5 dCi A/T (L10/13)-2005-2010;2007;2025-06-29 5:00:00;6176,47;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2044;Theft;BOTHASIG;Contents;;;;2025-06-29 0:00:00;5000;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2045;Theft;POTCHEFSTROOM;Contents;;;;2025-06-28 17:30:00;10366,99;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2046;Theft;HATFIELD;Vehicle;TOYOTA;COROLLA CROSS 1.8 XR HYBRID-2021-;2024;2025-06-28 17:00:00;147364,72;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2047;Hijack;RIS PARK AH;Vehicle;PORSCHE;PANAMERA 4S PDK-2009-2013;2010;2025-06-28 14:00:00;365000;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-2048;Theft;RONDEBOSCH;Vehicle;VOLKSWAGEN;POLO 1.4 TRENDLINE-2005-2010;2006;2025-06-28 13:49:00;59188,43;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2049;Theft;MORELETAPARK;Vehicle;LEXUS;LX 4.5TD V8-2015-2023;2020;2025-06-28 9:26:00;771503,63;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2050;Theft;TERGNIET;Contents;;;;2025-06-28 3:46:00;3800;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2051;Theft;MENLO PARK;Contents;;;;2025-06-27 22:38:58;25498;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2052;Theft;ROWALLAN PARK;Vehicle;HYUNDAI;TUCSON 2.0 GLS-2004-2010;2007;2025-06-27 20:20:00;2650;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2053;Theft;ROWALLAN PARK;Vehicle;VOLKSWAGEN;TIGUAN 1.4 TSi B/MO TREN-FUN (90KW)-2011-2016;2012;2025-06-27 20:20:00;2650;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2054;Theft;ROWALLAN PARK;Contents;;;;2025-06-27 20:20:00;106052,79;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2055;Theft;KRUGERSDORP NORTH;Vehicle;TOYOTA;FORTUNER 3.0D-4D R/B-2009-2011;2009;2025-06-27 17:56:00;206500;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2056;Theft;FLAMINGO VLEI;Contents;;;;2025-06-27 17:00:00;46698,9;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2057;Theft;BETHLEHEM;Contents;;;;2025-06-27 10:00:46;4715;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2058;Theft;KENILWORTH;Contents;;;;2025-06-27 6:00:00;8250;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2059;Theft;PLATTEKLOOF 2;Contents;;;;2025-06-27 5:00:00;36414;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2060;Theft;DOUGLASDALE;Contents;;;;2025-06-27 4:15:00;78558,2;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2061;Theft;DOUGLASDALE;Vehicle;FORD;FIESTA ST 1.6 ECOBOOST GDTi-2013-2020;2014;2025-06-27 4:15:00;5313,59;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2062;Theft;RUIMSIG AH;Contents;;;;2025-06-26 18:00:00;27902,84;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2063;Theft;FOURIESBURG;Vehicle;TOYOTA;HILUX 3.0 D-4D RAIDER 4X4 A/T P/U D/C-2011-2014;2013;2025-06-26 3:00:00;297351,22;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2064;Theft;RAVENSWOOD;Contents;;;;2025-06-26 0:00:00;110886,27;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2065;Theft;CARLETONVILLE;Contents;;;;2025-06-25 14:02:00;45248;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2066;Theft;KNYSNA;Contents;;;;2025-06-25 7:30:11;11618;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2067;Theft;VREDEHOEK;Vehicle;VOLKSWAGEN;CADDY4 MAXI CREWBUS 2.0 TDi-2015-2022;2019;2025-06-24 19:15:00;3720,75;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2068;Theft;LIEFDE EN VREDE;Contents;;;;2025-06-24 15:30:00;750;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2069;Hijack;MOLETSANE;Vehicle;HYUNDAI;H100 2.6D F/C D/S-2012-;2020;2025-06-24 15:11:00;977,5;Motor Vehicle - Theft;Hijack;FALSE;FALSE;FALSE
INC-2070;Theft;POLOKWANE SCHOOLS;Vehicle;FORD;RANGER 3.0 V6 BI TURBO ECOBOOST RAPTOR 4X4 A/T-2023-;2024;2025-06-24 14:33:06;26025,45;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2071;Theft;TERGNIET;Vehicle;BMW;X3 xDRIVE M40i (G01)-2021-;2022;2025-06-24 12:00:00;18988,97;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2072;Theft;KWAMASHU;Contents;;;;2025-06-24 10:00:00;53317,2;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2073;Theft;EDENBURG;Contents;;;;2025-06-24 0:50:00;30450;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2074;Theft;HAZELWOOD;Vehicle;TOYOTA;LAND CRUISER 200 V8 4.5D VX-R A/T-2017-2023;2020;2025-06-24 0:05:17;977,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
INC-2075;Theft;PLUMSTEAD;Contents;;;;2025-06-23 8:00:00;13480;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2076;Burglary;VIERLANDEN;Contents;;;;2025-06-22 22:00:00;68415;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2077;Theft;OUDTSHOORN;Contents;;;;2025-06-22 16:00:00;3249,95;Home contents - Theft;Theft;FALSE;FALSE;FALSE
INC-2078;Theft;STAMFORD HILL;Vehicle;TOYOTA;HILUX 2.8 GD-6 RB RAIDER A/T P/U D/C-2018-2021;2020;2025-06-22 10:43:00;447618,5;Motor Vehicle - Theft;Theft;FALSE;FALSE;FALSE
